production_log_id,pds,machine_id,product_id,leader_id,manager_id,operator_id,supervisor_id,start_time,end_time,product_weight,material_weight,cut_pallet_count,waste_endroll_weight,waste_trim_weight,waste_production_weight,waste_core_weight,returned_material_weight,log_note
1206,25030171,5,215,1,1,1,1,3/18/2025 6:35,3/18/2025 8:42,114,943,550,4,0,16,0,829,
1525,25030498,2,1,1,1,1,1,3/23/2025 4:22,3/23/2025 6:05,115,1545,21500,6,2,19,15,1398,
845,25030152,3,148,1,1,1,1,3/8/2025 18:50,3/8/2025 20:43,115,1156,2100,0,0,0,0,"1,029",
847,25030155,3,149,1,1,1,1,3/8/2025 18:54,3/8/2025 20:06,115,1029,2100,0,0,0,0,902,
849,25030156,3,150,1,1,1,1,3/8/2025 18:57,3/8/2025 21:35,115,902,2100,0,0,0,0,775,
941,25030194,3,167,1,1,1,1,3/11/2025 19:45,3/11/2025 20:47,115,671,950,4,1,2,3,554,
963,25030179,3,174,1,1,1,1,3/12/2025 8:08,3/12/2025 9:46,115,239,2100,0,0,0,0,121,
965,25030180,3,175,1,1,1,1,3/12/2025 9:12,3/12/2025 10:50,115,121,2100,0,0,0,0,0,
967,25030181,3,176,1,1,1,1,3/12/2025 9:29,3/12/2025 11:43,115,601,2100,0,0,0,0,484,
1063,25030226,3,183,1,1,1,1,3/14/2025 17:20,3/14/2025 19:30,115,211,950,0,0,2,6,94,
1720,25030807,3,330,1,1,1,1,3/27/2025 17:24,3/27/2025 19:46,115,117,1700,2,0,5,0,5,
1810,25030892,3,341,1,1,1,1,3/29/2025 16:45,3/29/2025 18:15,115,586,1700,2,1,6,6,471,
1346,25030478,5,248,1,1,1,1,3/20/2025 14:45,3/20/2025 16:25,115,420,930,0,0,0,0,300,
387,25020365,6,80,1,1,1,1,2/24/2025 12:27,2/24/2025 13:27,115,654,"1,080",5,1,8,0,608,
1366,25030481,6,252,1,1,1,1,3/20/2025 17:09,3/20/2025 18:57,115,845,930,0,0,0,0,726,
1785,25030499,2,1,1,1,1,1,3/29/2025 5:42,3/29/2025 7:16,116,984,18200,10,3,22,10,824,
1789,25030499,2,1,1,1,1,1,3/29/2025 5:46,3/29/2025 7:02,116,984,18200,10,3,22,10,824,
609,25020789,3,108,1,1,1,1,3/3/2025 19:33,3/3/2025 21:24,116,504,"1,320",0,0,0,0,388,
872,25030166,3,157,1,1,1,1,3/10/2025 8:42,3/10/2025 11:18,116,413,1230,0,0,0,4,292,
970,25030182,3,177,1,1,1,1,3/12/2025 10:20,3/12/2025 13:07,116,484,2100,0,0,0,2,371,
1804,25030878,3,338,1,1,1,1,3/29/2025 14:46,3/29/2025 15:49,116,349,1700,4,1,6,0,223,
1210,25030102,5,217,1,1,1,1,3/18/2025 6:42,3/18/2025 7:49,116,552,1100,11,2,33,0,426,
554,25020388,6,95,1,1,1,1,3/1/2025 10:09,3/1/2025 12:33,116,305,"4,200",4,1,15,6,153,
580,25020258,3,99,1,1,1,1,3/3/2025 12:48,3/3/2025 14:44,117,827,"2,830",3,2,6,0,702,
958,25030177,3,172,1,1,1,1,3/12/2025 6:58,3/12/2025 8:04,117,475,2100,2,0,3,0,357,
1437,25030675,3,272,1,1,1,1,3/21/2025 14:35,3/21/2025 16:10,117,596,1970,0,0,0,0,471,
1728,25030808,3,331,1,1,1,1,3/27/2025 18:40,3/27/2025 20:44,117,1265,1700,5,2,12,5,1156,
1834,25030888,3,345,1,1,1,1,3/29/2025 20:30,3/29/2025 22:10,117,286,1900,6,2,9,0,169,
386,25020365,6,80,1,1,1,1,2/24/2025 12:27,2/24/2025 13:31,117,1139,"1,080",5,1,8,0,1016,
611,25020788,3,109,1,1,1,1,3/3/2025 20:08,3/3/2025 22:42,118,385,"1,340",0,0,0,0,260,
949,25030176,3,171,1,1,1,1,3/11/2025 21:42,3/11/2025 22:56,118,600,2100,3,1,2,0,475,
1057,25030222,3,181,1,1,1,1,3/14/2025 16:22,3/14/2025 19:18,118,445,950,4,2,9,0,327,
1059,25030224,3,182,1,1,1,1,3/14/2025 16:25,3/14/2025 17:31,118,327,950,4,2,9,0,209,
1189,25030445,3,212,1,1,1,1,3/17/2025 20:41,3/17/2025 22:14,118,652,2600,4,2,5,0,529,
1470,25030068,3,284,1,1,1,1,3/21/2025 21:17,3/21/2025 22:43,118,1050,2000,7,3,25,0,932,
1690,25030774,3,319,1,1,1,1,3/27/2025 7:45,3/27/2025 10:23,118,431,970,4,1,6,0,313,
1243,25030317,5,226,1,1,1,1,3/18/2025 16:23,3/18/2025 18:28,118,61,750,5,1,26,4,0,
1435,25030674,3,271,1,1,1,1,3/21/2025 13:45,3/21/2025 14:59,119,720,1970,0,0,4,0,596,
1207,25030171,5,216,1,1,1,1,3/18/2025 6:38,3/18/2025 8:12,119,40,550,0,0,0,0,0,
865,25030163,3,154,1,1,1,1,3/10/2025 7:50,3/10/2025 10:38,120,778,1230,4,0,10,0,656,
1669,25030708,3,316,1,1,1,1,3/26/2025 20:49,3/26/2025 22:56,120,682,1340,0,0,0,3,522,
690,25030013,3,127,1,1,1,1,3/5/2025 13:43,3/5/2025 15:15,121,1106,1980,4,1,9,0,980,
722,25030024,3,131,1,1,1,1,3/6/2025 12:02,3/6/2025 13:52,121,751,2470,3,1,1,0,613,
1311,25030437,3,235,1,1,1,1,3/19/2025 20:51,3/19/2025 22:19,121,292,1230,5,2,10,0,171,
1401,25030491,3,260,1,1,1,1,3/21/2025 8:51,3/21/2025 11:32,121,631,2530,3,1,6,0,510,
1433,25030673,3,270,1,1,1,1,3/21/2025 13:27,3/21/2025 16:04,121,844,1970,4,1,5,0,720,
1708,25030719,3,325,1,1,1,1,3/27/2025 15:05,3/27/2025 17:01,121,632,870,2,1,3,0,511,
1350,25030441,3,250,1,1,1,1,3/20/2025 15:19,3/20/2025 16:43,122,426,900,0,0,0,0,309,
1410,25030579,3,264,1,1,1,1,3/21/2025 9:39,3/21/2025 11:05,123,555,900,0,0,2,0,425,
1412,25030580,3,265,1,1,1,1,3/21/2025 10:15,3/21/2025 12:38,123,425,900,0,0,2,0,295,
1414,25030581,3,266,1,1,1,1,3/21/2025 10:31,3/21/2025 12:56,123,295,900,0,0,3,0,166,
1439,25030676,3,273,1,1,1,1,3/21/2025 15:07,3/21/2025 16:52,123,471,1970,3,1,9,0,346,
1209,25030102,5,217,1,1,1,1,3/18/2025 6:42,3/18/2025 7:42,123,470,1100,11,2,33,0,470,
604,25020782,3,105,1,1,1,1,3/3/2025 17:34,3/3/2025 20:18,124,272,"1,400",0,0,0,0,143,
939,25030194,3,167,1,1,1,1,3/11/2025 19:45,3/11/2025 22:05,124,124,950,4,1,2,3,0,
977,25030139,3,69,1,1,1,1,3/12/2025 11:47,3/12/2025 14:01,124,602,2500,4,1,10,0,470,
1667,25030707,3,315,1,1,1,1,3/26/2025 19:46,3/26/2025 21:02,124,806,1340,4,1,5,0,682,
1699,25030777,3,321,1,1,1,1,3/27/2025 9:24,3/27/2025 10:57,124,633,910,0,0,0,0,430,
1701,25030779,3,322,1,1,1,1,3/27/2025 10:00,3/27/2025 11:01,124,430,910,0,0,0,0,307,
1712,25030769,3,327,1,1,1,1,3/27/2025 15:36,3/27/2025 17:49,124,386,910,0,0,0,0,262,
500,25020407,2,1,1,1,1,1,2/28/2025 8:59,2/28/2025 11:01,125,651,"17,100",7,2,15,15,408,
348,25020263,3,55,1,1,1,1,2/22/2025 7:36,2/22/2025 9:54,125,1088,"2,080",4,0,8,0,945,
602,25020783,3,104,1,1,1,1,3/3/2025 16:58,3/3/2025 19:43,125,402,"1,400",0,0,3,0,272,
607,25020790,3,107,1,1,1,1,3/3/2025 19:27,3/3/2025 21:09,125,629,"1,320",3,2,10,0,504,
726,25030024,3,131,1,1,1,1,3/6/2025 12:11,3/6/2025 14:18,125,751,2470,4,1,10,0,613,
1706,25030783,3,324,1,1,1,1,3/27/2025 12:01,3/27/2025 14:51,125,184,910,0,0,0,3,59,
1710,25030720,3,326,1,1,1,1,3/27/2025 15:08,3/27/2025 17:11,125,511,910,0,0,2,0,386,
1835,25030889,3,346,1,1,1,1,3/29/2025 21:10,3/29/2025 22:33,125,152,1900,0,0,2,3,0,
1330,25030352,5,241,1,1,1,1,3/15/2025 9:47,3/15/2025 11:18,125,125,1800,0,0,0,0,0,
606,25020781,3,106,1,1,1,1,3/3/2025 17:45,3/3/2025 20:28,126,143,"1,400",0,0,0,4,0,
828,25030072,3,145,1,1,1,1,3/8/2025 13:39,3/8/2025 15:23,126,495,2170,4,4,20,4,366,
1408,25030578,3,263,1,1,1,1,3/21/2025 9:33,3/21/2025 10:37,126,685,900,3,1,4,0,555,
1577,25030766,3,296,1,1,1,1,3/25/2025 13:28,3/25/2025 15:32,126,512,1480,0,0,0,0,386,
1581,25030767,3,297,1,1,1,1,3/25/2025 13:47,3/25/2025 15:07,126,386,1480,0,0,0,0,260,
1583,25030767,3,297,1,1,1,1,3/25/2025 13:53,3/25/2025 16:41,126,386,1480,0,0,0,0,260,
270,25020410,3,65,1,1,1,1,2/19/2025 16:04,2/19/2025 17:23,127,1297,"1,850",2,0,3,0,1149,
961,25030178,3,173,1,1,1,1,3/12/2025 7:39,3/12/2025 10:17,127,357,2100,8,3,13,4,245,
1076,25030286,3,189,1,1,1,1,3/14/2025 21:21,3/14/2025 23:42,127,613,2470,6,2,11,0,486,
1123,25030225,3,197,1,1,1,1,3/15/2025 21:38,3/15/2025 23:48,127,934,1470,0,0,0,0,797,
1125,25030228,3,198,1,1,1,1,3/15/2025 21:40,3/15/2025 22:57,127,797,1470,0,0,0,0,660,
1127,25030229,3,199,1,1,1,1,3/15/2025 21:42,3/16/2025 0:06,127,660,1470,0,0,0,0,524,
1307,25030426,3,233,1,1,1,1,3/19/2025 20:07,3/19/2025 22:36,127,389,1470,0,0,0,0,254,
1336,25030439,3,243,1,1,1,1,3/20/2025 14:01,3/20/2025 15:16,127,677,900,3,0,5,0,543,
1548,25030752,3,286,1,1,1,1,3/25/2025 8:32,3/25/2025 10:38,127,966,1300,4,1,7,0,830,
1450,25030608,5,276,1,1,1,1,3/21/2025 17:32,3/21/2025 19:07,127,842,1200,0,0,0,0,711,
844,25030152,3,148,1,1,1,1,3/8/2025 18:50,3/8/2025 21:24,128,722,2100,0,0,0,0,576,
846,25030155,3,149,1,1,1,1,3/8/2025 18:54,3/8/2025 21:32,128,576,2100,0,0,0,0,430,
848,25030156,3,150,1,1,1,1,3/8/2025 18:57,3/8/2025 20:52,128,430,2100,0,0,0,0,284,
944,25030196,3,169,1,1,1,1,3/11/2025 20:11,3/11/2025 21:24,128,575,950,0,0,0,0,439,
962,25030179,3,174,1,1,1,1,3/12/2025 8:08,3/12/2025 9:13,128,498,2100,0,0,0,0,362,
964,25030180,3,175,1,1,1,1,3/12/2025 9:12,3/12/2025 10:57,128,362,2100,0,0,0,0,227,
966,25030181,3,176,1,1,1,1,3/12/2025 9:29,3/12/2025 12:11,128,227,2100,0,0,0,0,92,
1074,25030246,3,188,1,1,1,1,3/14/2025 20:50,3/14/2025 22:02,128,906,1480,2,1,2,0,773,
1416,25030444,3,267,1,1,1,1,3/21/2025 12:12,3/21/2025 13:49,128,192,900,3,0,4,3,54,
1573,25030765,3,294,1,1,1,1,3/25/2025 12:58,3/25/2025 15:34,128,640,1480,0,0,5,0,512,
1807,25030891,3,340,1,1,1,1,3/29/2025 16:08,3/29/2025 18:02,128,150,1700,0,0,0,0,22,
1813,25030893,3,342,1,1,1,1,3/29/2025 17:37,3/29/2025 19:12,128,471,1700,0,0,0,0,335,
1331,25030352,5,241,1,1,1,1,3/15/2025 9:47,3/15/2025 11:38,128,1576,1800,0,0,0,0,1385,
942,25030195,3,168,1,1,1,1,3/11/2025 19:49,3/11/2025 21:18,129,712,950,0,0,2,0,575,
946,25030197,3,170,1,1,1,1,3/11/2025 21:07,3/11/2025 22:23,129,439,950,0,0,2,0,303,
1188,25030445,3,212,1,1,1,1,3/17/2025 20:41,3/17/2025 23:20,129,681,2600,4,2,5,0,547,
1342,25030440,3,246,1,1,1,1,3/20/2025 14:42,3/20/2025 17:00,129,543,900,4,0,8,0,426,
1385,25030505,3,258,1,1,1,1,3/20/2025 21:31,3/20/2025 23:25,129,"1,154",1780,3,0,5,0,"1,014",
1387,25030507,3,259,1,1,1,1,3/20/2025 21:34,3/20/2025 22:54,129,"1,014",1780,3,0,5,0,874,
1654,25030793,3,311,1,1,1,1,3/26/2025 16:08,3/26/2025 17:38,129,596,900,2,2,10,0,451,
1704,25030782,3,323,1,1,1,1,3/27/2025 10:27,3/27/2025 12:38,129,307,910,1,0,6,3,184,
751,25020800,5,2,1,1,1,1,3/6/2025 14:33,3/6/2025 15:54,129,1538,1400,2,1,1,0,1409,
1233,25030313,5,222,1,1,1,1,3/18/2025 14:59,3/18/2025 17:17,129,980,1100,1,1,2,0,843,
1019,25030233,2,1,1,1,1,1,3/13/2025 19:02,3/13/2025 21:13,130,116,11800,3,0,3,22,0,
224,25020323,3,51,1,1,1,1,2/18/2025 19:01,2/18/2025 21:26,130,764,"1,760",2,0,4,0,194,
1067,25030230,3,185,1,1,1,1,3/14/2025 19:04,3/14/2025 20:29,130,540,950,0,0,3,0,403,
1069,25030231,3,186,1,1,1,1,3/14/2025 19:47,3/14/2025 22:41,130,403,950,0,0,3,0,266,
1646,25030789,3,309,1,1,1,1,3/26/2025 14:29,3/26/2025 17:24,130,166,930,2,1,5,0,36,
1648,25030789,3,309,1,1,1,1,3/26/2025 14:33,3/26/2025 17:00,130,166,930,2,1,5,0,36,
1805,25030879,3,339,1,1,1,1,3/29/2025 15:18,3/29/2025 17:36,130,280,1700,0,0,2,0,150,
1203,25030346,5,195,1,1,1,1,3/18/2025 6:31,3/18/2025 8:07,130,130,2000,2,1,3,0,0,
1205,25030171,5,215,1,1,1,1,3/18/2025 6:35,3/18/2025 7:39,130,172,550,4,0,16,0,40,
1276,25030408,5,228,1,1,1,1,3/19/2025 9:57,3/19/2025 11:27,130,130,1070,14,2,16,3,0,
1579,25030300,2,295,1,1,1,1,3/25/2025 13:47,3/25/2025 16:27,131,528,1800,0,0,0,2,389,
15,25020135,3,3,1,1,1,1,2/11/2025 21:16,2/11/2025 22:18,131,164,"21,300",7,2,25,0,0,
579,25020258,3,99,1,1,1,1,3/3/2025 12:48,3/3/2025 14:17,131,926,"2,830",3,2,6,0,788,
851,25030157,3,151,1,1,1,1,3/8/2025 19:41,3/8/2025 21:31,131,775,2100,5,2,30,0,648,
948,25030176,3,171,1,1,1,1,3/11/2025 21:42,3/11/2025 23:15,131,383,2100,3,1,2,0,247,
957,25030177,3,172,1,1,1,1,3/12/2025 6:58,3/12/2025 9:42,131,247,2100,2,0,3,0,111,
976,25030139,3,69,1,1,1,1,3/12/2025 11:47,3/12/2025 13:07,131,604,2500,4,1,10,0,479,
1072,25030245,3,187,1,1,1,1,3/14/2025 20:06,3/14/2025 22:08,131,1039,1480,6,2,4,0,906,
1201,25030332,3,214,1,1,1,1,3/17/2025 6:07,3/17/2025 8:47,131,548,1800,11,2,11,0,405,
1171,25030268,3,209,1,1,1,1,3/17/2025 16:23,3/17/2025 19:06,131,981,3070,4,1,12,3,843,
1774,25030877,3,335,1,1,1,1,3/28/2025 21:53,3/28/2025 23:44,131,562,1700,2,0,2,0,415,
1064,25030227,3,184,1,1,1,1,3/14/2025 17:50,3/14/2025 20:45,132,677,950,0,0,3,3,540,
1377,25030443,3,255,1,1,1,1,3/20/2025 19:29,3/20/2025 20:33,132,309,900,3,1,10,3,192,
1714,25030770,3,328,1,1,1,1,3/27/2025 16:39,3/27/2025 18:09,132,262,910,2,2,8,3,113,
1719,25030807,3,330,1,1,1,1,3/27/2025 17:24,3/27/2025 19:19,132,861,1700,2,0,5,0,733,
1833,25030888,3,345,1,1,1,1,3/29/2025 20:30,3/29/2025 22:05,132,284,1900,6,2,9,0,152,
1447,25030606,5,275,1,1,1,1,3/21/2025 17:29,3/21/2025 18:44,132,"1,252",1500,0,0,0,0,"1,115",
644,25020810,3,113,1,1,1,1,3/4/2025 15:50,3/4/2025 17:05,133,904,1880,0,0,0,0,763,
646,25020811,3,114,1,1,1,1,3/4/2025 16:10,3/4/2025 18:04,133,763,1880,0,0,0,0,622,
652,25020773,3,46,1,1,1,1,3/4/2025 17:04,3/4/2025 18:46,133,1255,2520,3,2,7,0,1126,
866,25030164,3,155,1,1,1,1,3/10/2025 7:55,3/10/2025 10:14,133,316,1230,0,0,0,0,172,
868,25030165,3,156,1,1,1,1,3/10/2025 7:58,3/10/2025 9:07,133,172,1230,0,0,0,0,28,
1312,25030438,3,236,1,1,1,1,3/19/2025 21:33,3/19/2025 23:54,133,576,1230,0,0,0,0,380,
1379,25030524,3,256,1,1,1,1,3/20/2025 21:18,3/20/2025 22:28,133,164,1780,4,1,10,0,23,
1570,25030764,3,293,1,1,1,1,3/25/2025 12:52,3/25/2025 15:23,133,773,1480,5,2,10,0,640,
99,25020218,5,24,1,1,1,1,2/14/2025 17:52,2/14/2025 20:24,133,407,"1,400",0,0,0,0,0,
1606,25030695,5,301,1,1,1,1,3/25/2025 21:52,3/25/2025 23:08,133,182,1100,6,1,5,0,41,
1672,25030768,3,317,1,1,1,1,3/26/2025 21:42,3/27/2025 0:11,134,1030,2520,3,1,4,0,888,
1688,25030768,3,318,1,1,1,1,3/27/2025 7:04,3/27/2025 8:50,134,888,2520,3,0,5,0,752,
1338,25030475,5,244,1,1,1,1,3/20/2025 14:22,3/20/2025 16:31,134,930,930,20,3,9,0,809,
385,25020420,6,79,1,1,1,1,2/24/2025 10:47,2/24/2025 12:05,134,426,"1,370",3,1,35,0,282,
405,25020596,2,83,1,1,1,1,2/24/2025 19:34,2/24/2025 22:17,135,135,"10,100",4,2,10,0,0,
1436,25030675,3,272,1,1,1,1,3/21/2025 14:35,3/21/2025 16:46,135,412,1970,0,0,0,0,266,
1803,25030878,3,338,1,1,1,1,3/29/2025 14:46,3/29/2025 15:46,135,415,1700,4,1,6,0,280,
1605,25030695,5,301,1,1,1,1,3/25/2025 21:52,3/25/2025 23:55,135,477,1100,6,1,5,0,337,
137,25020275,3,31,1,1,1,1,2/15/2025 19:21,2/15/2025 22:16,136,943,"2,050",0,0,0,0,606,
139,25020272,3,32,1,1,1,1,2/15/2025 19:22,2/15/2025 21:32,136,943,"2,050",0,0,0,0,606,
143,25020286,3,34,1,1,1,1,2/15/2025 19:25,2/15/2025 21:47,136,943,"2,050",0,0,0,0,606,
1558,25030762,3,289,1,1,1,1,3/25/2025 10:17,3/25/2025 12:57,136,1086,1620,5,1,8,0,950,
1160,25030320,5,121,1,1,1,1,3/17/2025 14:05,3/17/2025 16:47,136,652,2200,19,3,30,3,518,
1738,25030776,2,94,1,1,1,1,3/28/2025 0:02,3/28/2025 2:40,137,1439,31400,17,4,26,34,1324,
1056,25030222,3,181,1,1,1,1,3/14/2025 16:22,3/14/2025 19:18,137,303,950,4,2,9,0,166,
1058,25030224,3,182,1,1,1,1,3/14/2025 16:25,3/14/2025 18:57,137,166,950,4,2,9,0,29,
1305,25030425,3,232,1,1,1,1,3/19/2025 20:05,3/19/2025 22:00,137,524,1470,7,2,15,0,389,
1434,25030674,3,271,1,1,1,1,3/21/2025 13:45,3/21/2025 15:53,137,555,1970,0,0,4,0,412,
1689,25030774,3,319,1,1,1,1,3/27/2025 7:45,3/27/2025 10:10,137,183,970,4,1,6,0,46,
92,25020215,5,21,1,1,1,1,2/14/2025 16:28,2/14/2025 17:31,137,982,"1,200",0,0,0,0,0,
1532,25030498,2,1,1,1,1,1,3/24/2025 14:40,3/24/2025 17:31,138,558,1100,2,1,2,0,426,
603,25020782,3,105,1,1,1,1,3/3/2025 17:34,3/3/2025 18:38,138,607,"1,400",0,0,0,0,465,
225,25020323,3,51,1,1,1,1,2/18/2025 19:01,2/18/2025 21:44,139,702,"1,760",2,0,4,0,284,
268,25020423,3,64,1,1,1,1,2/19/2025 15:58,2/19/2025 17:25,139,841,"2,080",2,0,5,0,685,
434,25020387,6,82,1,1,1,1,2/25/2025 21:00,2/25/2025 23:30,139,1023,"1,000",5,1,6,0,838,
578,25020745,3,98,1,1,1,1,3/3/2025 12:46,3/3/2025 13:55,140,461,"2,080",2,0,2,0,317,
601,25020783,3,104,1,1,1,1,3/3/2025 16:58,3/3/2025 19:04,140,749,"1,400",0,0,3,0,607,
605,25020781,3,106,1,1,1,1,3/3/2025 17:45,3/3/2025 19:30,140,465,"1,400",0,0,0,4,308,
1432,25030673,3,270,1,1,1,1,3/21/2025 13:27,3/21/2025 16:06,140,699,1970,4,1,5,0,555,
1671,25030768,3,317,1,1,1,1,3/26/2025 21:42,3/26/2025 23:07,140,497,2520,3,1,4,0,355,
1687,25030768,3,318,1,1,1,1,3/27/2025 7:04,3/27/2025 8:42,140,355,2520,3,0,5,0,211,
253,25020228,5,59,1,1,1,1,2/19/2025 13:31,2/19/2025 14:59,140,346,"1,050",4,1,4,0,197,
384,25020420,6,79,1,1,1,1,2/24/2025 10:47,2/24/2025 12:17,140,897,"1,370",3,1,35,0,756,
718,25020630,2,13,1,1,1,1,3/6/2025 8:58,3/6/2025 10:05,141,1294,10250,17,4,30,10,1167,
689,25030013,3,127,1,1,1,1,3/5/2025 13:43,3/5/2025 16:09,141,902,1980,4,1,9,0,752,
702,25030019,3,130,1,1,1,1,3/5/2025 14:20,3/5/2025 16:07,141,538,2100,4,1,5,0,392,
721,25030024,3,131,1,1,1,1,3/6/2025 12:02,3/6/2025 14:52,141,622,2470,3,1,1,0,460,
864,25030163,3,154,1,1,1,1,3/10/2025 7:50,3/10/2025 9:19,141,460,1230,4,0,10,0,316,
252,25020228,5,59,1,1,1,1,2/19/2025 13:31,2/19/2025 15:44,141,664,"1,050",4,1,4,0,519,
1438,25030676,3,273,1,1,1,1,3/21/2025 15:07,3/21/2025 16:48,142,266,1970,3,1,9,0,120,
1726,25030808,3,331,1,1,1,1,3/27/2025 18:40,3/27/2025 20:32,142,733,1700,5,2,12,5,553,
1277,25030408,5,228,1,1,1,1,3/19/2025 9:57,3/19/2025 11:44,142,499,1070,14,2,16,3,319,
121,25020248,3,28,1,1,1,1,2/15/2025 10:36,2/15/2025 12:39,143,682,"2,080",2,1,8,0,544,
123,25020249,3,29,1,1,1,1,2/15/2025 10:40,2/15/2025 12:32,143,544,"2,080",2,0,8,0,388,
695,25030018,3,129,1,1,1,1,3/5/2025 13:49,3/5/2025 14:54,143,685,2100,4,1,5,3,538,
1073,25030246,3,188,1,1,1,1,3/14/2025 20:50,3/14/2025 23:32,143,334,1480,2,1,2,0,187,
1310,25030437,3,235,1,1,1,1,3/19/2025 20:51,3/19/2025 23:31,143,719,1230,5,2,10,0,576,
1578,25030300,2,295,1,1,1,1,3/25/2025 13:47,3/25/2025 15:35,144,157,1800,0,0,0,2,0,
119,25020247,3,27,1,1,1,1,2/15/2025 10:30,2/15/2025 13:19,144,154,"2,100",2,1,8,0,0,
576,25020743,3,97,1,1,1,1,3/3/2025 12:41,3/3/2025 14:13,144,606,"2,100",4,2,5,0,461,
959,25030178,3,173,1,1,1,1,3/12/2025 7:39,3/12/2025 9:06,144,111,2100,8,3,13,4,0,
1121,25030218,3,196,1,1,1,1,3/15/2025 21:35,3/15/2025 23:38,144,1071,1470,5,2,33,0,934,
1242,25030316,5,225,1,1,1,1,3/18/2025 15:18,3/18/2025 17:36,144,487,1500,0,0,0,0,336,
219,25020241,3,49,1,1,1,1,2/18/2025 15:55,2/18/2025 18:13,145,838,"2,600",3,1,10,0,652,
651,25020773,3,46,1,1,1,1,3/4/2025 17:04,3/4/2025 19:52,145,335,2520,3,2,7,0,210,
1576,25030766,3,296,1,1,1,1,3/25/2025 13:28,3/25/2025 15:57,145,1031,1480,0,0,0,0,886,
1580,25030767,3,297,1,1,1,1,3/25/2025 13:47,3/25/2025 15:20,145,886,1480,0,0,0,0,715,
1582,25030767,3,297,1,1,1,1,3/25/2025 13:53,3/25/2025 15:05,145,886,1480,0,0,0,0,715,
725,25030024,3,131,1,1,1,1,3/6/2025 12:11,3/6/2025 14:00,146,622,2470,4,1,10,0,460,
680,25020679,3,123,1,1,1,1,3/5/2025 10:30,3/5/2025 13:14,147,225,4070,3,1,9,3,73,
1071,25030245,3,187,1,1,1,1,3/14/2025 20:06,3/14/2025 22:25,147,481,1480,6,2,4,0,334,
1122,25030225,3,197,1,1,1,1,3/15/2025 21:38,3/16/2025 0:31,147,"1,048",1470,0,0,0,0,881,
1124,25030228,3,198,1,1,1,1,3/15/2025 21:40,3/15/2025 23:40,147,881,1470,0,0,0,0,714,
1126,25030229,3,199,1,1,1,1,3/15/2025 21:42,3/15/2025 23:34,147,714,1470,0,0,0,0,548,
1306,25030426,3,233,1,1,1,1,3/19/2025 20:07,3/19/2025 22:41,147,405,1470,0,0,0,0,262,
410,25020628,2,85,1,1,1,1,2/24/2025 21:42,2/25/2025 0:09,148,1452,"11,200",5,3,15,0,1304,
1021,25030233,2,1,1,1,1,1,3/13/2025 19:02,3/13/2025 21:27,148,143,11800,3,0,3,22,0,
1884,25030490,2,179,1,1,1,1,4/1/2025 4:47,4/1/2025 5:48,148,148,11600,0,0,0,4,0,
1467,25030699,3,282,1,1,1,1,3/21/2025 20:42,3/21/2025 23:18,148,555,2500,0,0,0,3,405,
1547,25030752,3,286,1,1,1,1,3/25/2025 8:32,3/25/2025 9:35,148,736,1300,4,1,7,0,576,
850,25030157,3,151,1,1,1,1,3/8/2025 19:41,3/8/2025 22:10,149,284,2100,5,2,30,0,138,
1075,25030286,3,189,1,1,1,1,3/14/2025 21:21,3/14/2025 23:55,149,1063,2470,6,2,11,0,914,
1159,25030320,5,121,1,1,1,1,3/17/2025 14:05,3/17/2025 15:43,149,149,2200,19,3,30,3,0,
1247,25030301,5,227,1,1,1,1,3/18/2025 16:50,3/18/2025 19:30,149,1521,1100,7,2,15,0,1428,
1273,25030378,5,95,1,1,1,1,3/19/2025 9:53,3/19/2025 12:00,149,746,14150,3,2,4,9,590,
1459,25030608,5,280,1,1,1,1,3/21/2025 17:44,3/21/2025 19:48,149,160,1200,0,0,0,6,0,
215,25020183,2,13,1,1,1,1,2/18/2025 13:43,2/18/2025 16:14,151,134,"18,400",7,3,12,0,0,
1184,25030220,2,94,1,1,1,1,3/17/2025 19:22,3/17/2025 21:27,151,151,27100,38,4,33,24,0,
1795,25030499,2,1,1,1,1,1,3/29/2025 12:33,3/29/2025 15:08,152,1321,38300,10,5,30,35,1163,
135,25020284,3,30,1,1,1,1,2/15/2025 19:17,2/15/2025 21:51,152,388,"2,050",14,3,20,0,0,
932,25030029,3,11,1,1,1,1,3/11/2025 19:10,3/11/2025 21:50,152,152,8950,3,1,6,3,0,
818,25030028,3,142,1,1,1,1,3/8/2025 12:03,3/8/2025 13:34,153,153,21000,17,3,43,8,0,
921,25030029,3,11,1,1,1,1,3/11/2025 13:40,3/11/2025 14:55,153,1259,37000,12,3,35,12,1041,
1464,25030698,5,281,1,1,1,1,3/21/2025 20:38,3/21/2025 23:27,153,708,2450,4,2,15,0,555,
267,25020423,3,64,1,1,1,1,2/19/2025 15:58,2/19/2025 17:59,155,262,"2,080",2,0,5,0,103,
467,25020609,3,87,1,1,1,1,2/27/2025 7:48,2/27/2025 10:15,155,452,"5,070",3,0,12,0,296,
853,25030148,3,152,1,1,1,1,3/8/2025 20:34,3/8/2025 22:04,155,1020,2540,4,2,8,0,859,
1569,25030764,3,293,1,1,1,1,3/25/2025 12:52,3/25/2025 14:31,155,168,1480,5,2,10,0,13,
1264,25030377,5,82,1,1,1,1,3/19/2025 7:00,3/19/2025 9:26,155,731,1600,4,1,3,0,566,
1341,25030476,5,245,1,1,1,1,3/20/2025 14:25,3/20/2025 15:45,155,954,1500,0,0,0,0,789,
